referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
FS802-35,foshan,surgery-instruments,Pediatric Manuel Wheelchair,Pediatric Manual Wheelchair,Pediatric wheelchair designed pour children (35cm seat largeur). Features chromed acier,Pediatric wheelchair designed for children (35cm seat width). Features chromed steel,,,https://img.waimaoniu.net/2088/E-catalog.pdf,https://img.waimaoniu.net/2088/2088-202207251422204453.jpg?x-oss-process=image/format,active,false
FS809,foshan,surgery-instruments,Standard Acier Manuel Wheelchair,Standard Steel Manual Wheelchair,Standard wheelchair avec chromed acier frame. Features fixed,Standard wheelchair with chromed steel frame. Features fixed,,,https://img.waimaoniu.net/2088/E-catalog.pdf,https://img.waimaoniu.net/2088/2088-202207251017233176.jpg?x-oss-process=image/format,active,false
FS874F5,foshan,surgery-instruments,Manuel Wheelchair (double Bar),Manual Wheelchair (double Bar),Chromed acier frame wheelchair avec double cross bar pour added stability. Features fixed armrests et footrests. (partie de le heavy-duty series).,Chromed steel frame wheelchair with double cross bar for added stability. Features fixed armrests and footrests. (Part of the heavy-duty series).,,,https://img.waimaoniu.net/2088/E-catalog.pdf,https://img.waimaoniu.net/2088/2088-202207251447388800.jpg?x-oss-process=image/format,active,false
FS902C,foshan,surgery-instruments,Leisure Manuel Wheelchair,Leisure Manual Wheelchair,Orthopaedic/Leisure acier wheelchair. Features a durable,Orthopaedic/Leisure steel wheelchair. Features a durable,,,https://img.waimaoniu.net/2088/E-catalog.pdf,https://img.waimaoniu.net/2088/2088-202207251020132043.jpg?x-oss-process=image/format,active,false
FS902GC,foshan,surgery-instruments,High Back Reclining Wheelchair,High Back Reclining Wheelchair,"""Function"" wheelchair avec a high reclining backrest (160°-170°) et detachable headrest. Ideal pour users needing extra support. Includes anti-tippers.","""Function"" wheelchair with a high reclining backrest (160°-170°) and detachable headrest. Ideal for users needing extra support. Includes anti-tippers.",,,https://img.waimaoniu.net/2088/E-catalog.pdf,https://img.waimaoniu.net/2088/2088-202207251020132043.jpg?x-oss-process=image/format,active,false
"7221069
Nouveau 2025",haag-streit,ophthalmology-diagnostic,Refractor 900,Refractor 900,🆕 NOUVEAU 2025 - Phoropter digital haute performance • Changement lentilles ultra-rapide (120ms) • Ajustements 1/8 dioptrie (sphère ET cylindre) • Mesure vertex distance vidéo temps réel • Porteur lentilles transparent • Moteur silencieux • Écran tactile intuitif • Séquences réfraction personnalisables • Intégration EMR sécurisée • Compatible Acuity Chart 900 • Design compact et ergonomique.,🆕 NOUVEAU 2025 - Phoropter digital haute performance • Changement lentilles ultra-rapide (120ms) • Ajustements 1/8 dioptrie (sphère and cylindre) • Mesure vertex distance vidéo temps réel • Porteur lentilles transparent • Moteur silencieux • Écran tactile intuitif • Séquences réfraction personnalisables • Intégration EMR sécurisée • compatible Acuity Chart 900 • Design compact and ergonomic.,,,https://haag-streit.com/2%20Products/General%20diagnostics/Refraction%20devices/refractor-900/brochures/english/BRO_Refractor_9001511_7021017_02010_WEB.pdf,https://haag-streit.com/2%20Products/General%20diagnostics/Refraction%20devices/refractor-900/images/download/32798/image-thumb__32798__highlightProductsMain/HS_Refractor900_ci_7221101_header_transparentbackground.cda855d8.avif,active,false
Nouveau 2024,haag-streit,surgery-instruments,Metis 900,Metis 900,"🆕 NOUVEAU 2024 - Centre de contrôle chirurgical • Reflet rouge coaxial optimisé • Contrôle glaucome motorisé (MIGS) • Vidéo 4K intégrée • Moniteur tactile 27"" ergonomique • LED durable (économie énergie) • Inclinaison motorisée • Contrôle sans fil 14 fonctions • Microscope assistant (enseignement) • EIBOS 2 / MIOS 6 compatibles • Design compact • Upgrade 3D heads-up possible.","🆕 NOUVEAU 2024 - Centre of contrôle surgical • Reflet rouge coaxial optimisé • Contrôle glaucoma motorisé (MIGS) • Vidéo 4K intégrée • Moniteur tactile 27"" ergonomic • LED durable (économie énergie) • Inclinaison motorisée • Contrôle wireless 14 fonctions • microscope assistant (enseignement) • EIBOS 2 / MIOS 6 compatibles • Design compact • Upgrade 3D heads-up possible.",,,,https://haag-streit.com/2%20Products/Surgical/Surgical%20microscopes/METIS/images/old-meti-images/27585/image-thumb__27585__highlightProductsMain/HS_metis_ci_4002010_header_overview.d7d47f41.avif,active,false
Nouveau 2025,haag-streit,ophthalmology-surgical,Elara 900,Elara 900,🆕 NOUVEAU 2025 - Lampe à fente réinventée pour le 21ème siècle • Illumination projecteur révolutionnaire (P-Type) • Presets numériques programmables • Capture vidéo/image 4K intégrée • Option 3D stéréoscopique • Hauteur et grossissement motorisés • Oculaires inclinés ergonomiques • Appui-tête spacieux • Chemin optique réduit 23% • Intégration EMR • Disponible: Allemagne/Suisse (global ESCRS 2025).,🆕 NOUVEAU 2025 - slit lamp réinventée for the 21ème siècle • Illumination projecteur révolutionnaire (P-Type) • Presets numériques programmables • Capture vidéo/image 4K intégrée • Option 3D stéréoscopique • height and magnification motorisés • Oculaires inclinés ergonomiques • Appui-head spacieux • Chemin optique réduit 23% • Intégration EMR • Disponible: Allemagne/Suisse (global ESCRS 2025).,,,,https://haag-streit.com/2%20Products/General%20diagnostics/Slit%20lamps/elara-900/images/32809/image-thumb__32809__highlightProductsMain/HS_elara_900_ci_7221085_facing_right_swiss_made.fd350c28.avif,active,false
"4000006, 4000007, 4000060, 4000061, 4000011, 4000012, 4000054, 4000015, 4000018",haag-streit,surgery-instruments,Accessoires NEO 900,Accessories NEO 900,Gamme complète d'accessoires pour microscope Hi-R NEO 900: • EIBOS 2: Ophtalmoscope grand angle non-contact pour chirurgie vitréorétinienne - Lentilles 90D (procédures maculaires) et SPXL (grand angle) - Inverseur et focus intégrés • TOCULAR: Oculaire rotatif avec réticule pour alignement IOL toriques • Scopes assistants: Observation stéréoscopique 0° ou latérale • Vertiscope: Composant optique pour posture ergonomique du chirurgien • C.RED 900: Rehausseur de réflex rouge intégré • Foot switches EF 5000/EF 5001: Contrôle ergonomique sans fil (14 fonctions) • Floor stand FS 2-25: Support au sol avec freins électromagnétiques • Caméras et moniteurs HD pour documentation et enseignement.,Gamme complète d'accessories for microscope Hi-R NEO 900: • EIBOS 2: ophthalmoscope grand angle non-contact for surgery vitréorétinienne - Lentilles 90D (procédures maculaires) and SPXL (grand angle) - Inverseur and focus intégrés • TOCULAR: ocular rotatif with réticule for alignement IOL toriques • Scopes assistants: Observation stéréoscopique 0° or latérale • Vertiscope: Composant optique for posture ergonomic of the chirurgien • C.RED 900: Rehausseur of réflex rouge intégré • Foot switches EF 5000/EF 5001: Contrôle ergonomic wireless (14 fonctions) • Floor stand FS 2-25: Support au sol with freins électromagnétiques • Caméras and moniteurs HD for documentation and enseignement.,,,https://haag-streit.com/2%20Products/Surgical/Surgical%20microscopes/Hi-R%20Neo%20900/Brochures/English/HS_hi_r_neo_900_br_xxx_for_first_class_surgery.pdf,https://haag-streit.com/2%20Products/Surgical/Surgical%20microscopes/Hi-R%20Neo%20900/Images/9330/image-thumb__9330__highlightProductsMain/HS_hi_r_neo_900_ci_xxx_header_overview.3bab0698.avif,active,false
"4000037 (NEO 900), 4000038 (NEO 900A)",haag-streit,ophthalmology-surgical,Hi-r NEO 900,Hi-r NEO 900,"Microscope chirurgical ophtalmologique haute qualité pour chirurgie première classe. • Base stéréo 25mm pour perception 3D supérieure • Technologie C.RED pour réflex rouge brillant et stable • Double illumination LED 50W • Inclinaison -70° à +90° • Affichage intégré des paramètres • Changeur de grossissement 5 étapes intégré NEO 900A: Version enseignement avec microscope assistant Accessoires: • EIBOS 2: Ophtalmoscope sans contact grand angle pour vitréorétine • TOCULAR: Oculaire rotatif pour alignement IOL toriques • C.MOR HD: Caméra vidéo Full HD • C.MON HD: Moniteur tactile 21.5"" • MIOS 5: Système d'imagerie et d'enregistrement.","Microscope surgical ophtalmologique high quality for surgery première classe. • Base stéréo 25mm for perception 3D supérieure • Technologie C.RED for réflex rouge brillant and stable • double illumination LED 50W • Inclinaison -70° to +90° • Affichage intégré of the paramètres • Changeur of magnification 5 étapes intégré NEO 900A: Version enseignement with microscope assistant accessories: • EIBOS 2: ophthalmoscope without contact grand angle for vitréorétine • TOCULAR: ocular rotatif for alignement IOL toriques • C.MOR HD: camera vidéo Full HD • C.MON HD: Moniteur tactile 21.5"" • MIOS 5: system d'imagerie and d'enregistrement.",,,https://haag-streit.com/2%20Products/Surgical/Surgical%20microscopes/Hi-R%20Neo%20900/Brochures/English/HS_hi_r_neo_900_br_xxx_for_first_class_surgery.pdf,https://haag-streit.com/2%20Products/Surgical/Surgical%20microscopes/Hi-R%20Neo%20900/Images/9330/image-thumb__9330__highlightProductsMain/HS_hi_r_neo_900_ci_xxx_header_overview.3bab0698.avif,active,false
-,haag-streit,ophthalmology-surgical,IM 600/Im 900/Im 910,IM 600/Im 900/Im 910,Systèmes d'imagerie intégrés pour lampes à fente Haag-Streit. IM 600: Solution économique pour BP 900 et BQ 900 • Capteur,Systèmes d'imagerie intégrés for lampes to fente Haag-Streit. IM 600: Solution économique for BP 900 and BQ 900 • Capteur,,,https://files.advancingeyecare.com/Haag-Streit/SL-Imaging.pdf,https://haag-streit.com/2%20Products/General%20diagnostics/Slit%20lamp%20imaging/IM%20600/Images/8716/image-thumb__8716__highlightProductsMain/HS_im_600_ci_7220538_header_im_600.74162836.avif,active,false
"1009000, 7220096, 7220376, 7220400, 1009001, 7220460, 7220494, 7220497",haag-streit,ophthalmology-surgical,Lenstar LS 900,Lenstar LS 900,Biomètre optique gold standard pour chirurgie de la,Biomètre optique gold standard for surgery of the,,,https://haag-streit.com/2%20Products/Speciality%20diagnostics/Biometry/Lenstar%20900/Brochures/English/HS_lenstar_900_br_7220460_improving_outcomes.pdf,https://haag-streit.com/2%20Products/Speciality%20diagnostics/Biometry/Lenstar%20900/Images/29023/image-thumb__29023__highlightProductsMain/HS_lenstar_900_ci_7220460_header_overview_cornea.226d9d40.avif,active,false
1021400,haag-streit,ophthalmology-surgical,Eyestar 900,Eyestar 900,Analyseur oculaire complet basé sur OCT swept-source pour chirurgie cataracte et réfractive. • OCT swept-source pour biométrie cornée-rétine • Topographie des surfaces cornéennes antérieure et postérieure • Technologie Mandala Scan (compensation mouvement OCT) • Imagerie chambre antérieure incluant cristallin • Pachymétrie et tonométrie • Acquisition entièrement automatisée • Kératométrie dual-zone réflective • Formules IOL:,Analyseur ocular complet basé sur OCT swept-source for surgery cataract and réfractive. • OCT swept-source for biométrie cornea-retina • Topographie of the surfaces cornéennes antérieure and postérieure • Technologie Mandala Scan (compensation mouvement OCT) • Imagerie anterior chamber incluant lens • Pachymétrie and tonométrie • Acquisition entièrement automatisée • Kératométrie dual-zone réflective • Formules IOL:,,,https://haag-streit.com/2%20Products/Speciality%20diagnostics/Biometry/Eyestar%20900/Brochures/English/HS_eyestar_900_br_7220720_sweptsource_oct_for_cataract_and_refractive_surgery.pdf,https://haag-streit.com/2%20Products/Speciality%20diagnostics/Biometry/Eyestar%20900/Images/8741/image-thumb__8741__highlightProductsMain/HS_eyestar_900_ci_7220720_header_swiss_made.503bd9a5.avif,active,false
"1420213, 1420145, 1420175",haag-streit,ophthalmology-surgical,BQ 900,BQ 900,Lampe à fente de référence pour microscopie sophistiquée depuis 1958. Plus de,Slit lamp of référence for microscopie sophistiquée depuis 1958. Plus of,,,https://haag-streit.com/2%20Products/General%20diagnostics/Slit%20lamps/BQ%20900/Brochures/English/HS_bq900_br_7220568_02120_web.pdf,https://us.haag-streit.com/2%20Products/General%20diagnostics/Slit%20lamps/BQ%20900/Images/9141/image-thumb__9141__highlightProductsMain/HS_bq_900_ci_7220568_header_swiss_made.609a8240.avif,active,false
"7220531, 7200154, 7200033, 1420155, 7200032",haag-streit,ophthalmology-surgical,AT 900 (goldmann),AT 900 (goldmann),Tonomètre à aplanation gold standard basé sur le principe,Tonometer to aplanation gold standard basé sur the principe,,,https://haag-streit.com/2%20Products/General%20diagnostics/Tonometers/Tonometer%20AT%20900/Brochures/English/HS_at_900_br_7220531_go_for_the_gold_standard.pdf,https://viewlightusa.com/wp-content/uploads/2020/01/haagstreit_tonometer-at-900t.jpg,active,false
"9001806000, 7220354, 9001803000, 7220001",haag-streit,surgery-instruments,Octopus 600,Octopus 600,Périmètre automatique compact combinant périmétrie standard blanc-sur-blanc et méthode Pulsar pour détection précoce du glaucome. • Tests de seuil en 2-4 min (stratégie TOP) • Écran TFT sans scintillement avec LED • Tests:,Perimeter automatic compact combinant périmétrie standard blanc-sur-blanc and méthode Pulsar for détection précoce of the glaucoma. • Tests of seuil en 2-4 min (stratégie TOP) • Écran TFT without scintillement with LED • Tests:,,,https://haag-streit.com/2%20Products/Speciality%20diagnostics/Perimetry/Octopus%20600/Brochures/English/HS_octopus_600_br_7220354_perimetry_simplified.pdf,https://haag-streit.com/2%20Products/Speciality%20diagnostics/Perimetry/Octopus%20600/Images/9800/image-thumb__9800__highlightProductsMain/HS_oktopus_600_ci_7220355_smal_central_field_static_perimeter.png,active,false
"5606011 (Set A), 5606013 (Set C)",haag-streit,ophthalmology-surgical,BA 904,BA 904,Seule lampe à fente portable avec optiques Haag-Streit de classe mondiale. • Double fonction: portable ou traditionnelle (avec appui-tête) • Objectifs 10x,Seule slit lamp portable with optiques Haag-Streit of classe mondiale. • double fonction: portable or traditionnelle (with appui-head) • Objectifs 10x,,,https://www.haag-streit.com/fileadmin/Haag-Streit_UK/Downloads/HS_Diagnostics_downloads/Slit_lamps_downloads/BA904_downloads/BA904_IFU.pdf,https://haag-streit.com/1%20Startpage/Images/33048/image-thumb__33048__hompageHeader/HS_startpage_ci_7221085_elara_900~-~media--df42eb16--query.8bbbb7e4.avif,active,false
5806000A,haag-streit,surgery-instruments,Perkins MK3,Perkins MK3,Tonomètre à aplanation portable gold standard depuis 50+,Tonometer to aplanation portable gold standard depuis 50+,,,https://haag-streit.com/2%20Products/General%20diagnostics/Tonometers/Perkins%20Mk3/Brochures/HS_tonometers_5806001_Perkins_brochure_en.pdf,https://haag-streit.com/2%20Products/General%20diagnostics/Tonometers/Perkins%20Mk3/Images/28855/image-thumb__28855__highlightProductsMain/HS_tonometers_cp_5806001_front.c88d646c.avif,active,false
C-000.32.241,heine,surgery-instruments,Detachable Yellow Filtre pour Loupelight2/microlight2,Detachable Yellow Filter for Loupelight2/microlight2,Detachable yellow filtre pour use avec HEINE LoupeLight2 et MicroLight2 headlights. Reduces blue lumière. pour dental,Detachable yellow filter for use with HEINE LoupeLight2 and MicroLight2 headlights. Reduces blue light. For dental,,,,https://www.heine.com/fileadmin/_processed_/5/f/csm_J-008.31.277-HEINE-Headlight-MicroLight2-additional_cc321197b7.png,active,false
"C-000.32.302, C-000.32.305, C-000.32.306, C-000.32.307, C-000.32.309, C-000.32.523, C-000.32.537, C-000.32.549, C-000.32.551, C-000.32.027",heine,surgery-instruments,Binoculaire Loupes Accessoires,Binocular Loupes Accessories,Accessoires pour HR et HRP binoculaire loupes including: S-FRAME avec retaining,Accessories for HR and HRP binocular loupes including: S-FRAME with retaining,,,,https://www.heine.com/fileadmin/_processed_/0/1/csm_C-000.32.356-HEINE-BinocularLoupes-HR2.5x-additional_4da1bc58b7.png,active,false
"C-000.32.350, C-000.32.355, C-000.32.356, C-000.32.357, C-000.32.366, C-000.32.367",heine,surgery-instruments,HR 2.5x High Résolution Binoculaire Loupes,HR 2.5x High Resolution Binocular Loupes,High résolution binoculaire loupes avec,High resolution binocular loupes with,,,,https://www.heine.com/fileadmin/_processed_/0/1/csm_C-000.32.356-HEINE-BinocularLoupes-HR2.5x-additional_4da1bc58b7.png,active,false
"C-000.32.440, C-000.32.441, C-000.32.444, C-000.32.445, C-000.32.450, C-000.32.455, C-000.32.460, C-000.32.461, C-000.32.464, C-000.32.465, C-000.32.470, C-000.32.475, C-000.32.440A, C-000.32.441A, C-000.32.444A, C-000.32.445A, C-000.32.450A, C-000.32.455A, C-000.32.460A, C-000.32.461A, C-000.32.464A, C-000.32.465A, C-000.32.470A, C-000.32.475A, C-000.32.430, C-000.32.431, C-000.32.434, C-000.32.435",heine,surgery-instruments,HRP High Résolution Prismatic Binoculaire Loupes,HRP High Resolution Prismatic Binocular Loupes,High résolution prismatic binoculaire loupes available in 3.,High resolution prismatic binocular loupes available in 3.,,,,https://www.heine.com/fileadmin/_processed_/c/a/csm_C-000.32.430-HEINE-BinocularLoupes-HRP3.5x-additional_11e3ba63d5.png,active,false
"C-001.30.100, C-008.30.100, C-011.10.118, C-011.28.388, C-144.10.118, C-144.24.420, C-144.28.388, C-008.30.120, C-010.28.388, C-261.10.118, C-261.24.420, C-261.28.388",heine,surgery-instruments,Beta 200 LED Ophtalmoscope,Beta 200 LED Ophthalmoscope,Ophtalmoscope direct featuring Aspherical Optical système (AOS) avec US Patent,Direct ophthalmoscope featuring Aspherical Optical System (AOS) with US Patent,,,,https://www.heine.com/fileadmin/_processed_/f/6/csm_C-011.28.388-HEINE-ophthalmoscope-BETA200-diagnostic-kit-additional_ac49bb3714.png,active,false
"C-008.33.610, C-008.33.611, C-008.33.612, C-008.33.620, C-008.33.621, C-008.33.622",heine,surgery-instruments,Omega 600 Ophtalmoscope Indirect,Omega 600 Indirect Ophthalmoscope,"Lightest high-end ophtalmoscope indirect worldwide avec Good Design Award 2021. Unique visionBOOST pour up to 20% better view in media opacities. Brightest fundus image avec true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image avec supérieur glass optics. Unique Stereoscopic Adjustment Technology pour best 3D imaging. SmoothSURFACE design pour easy disinfection. Integrated compact lithium polymer batterie. Flip-up","Lightest high-end indirect ophthalmoscope worldwide with Good Design Award 2021. Unique visionBOOST for up to 20% better view in media opacities. Brightest fundus image with true color LEDHQ (3-100%, up to 245% boost). Sharpest fundus image with superior glass optics. Unique Stereoscopic Adjustment Technology for best 3D imaging. SmoothSURFACE design for easy disinfection. Integrated compact lithium polymer battery. Flip-up",,,,https://www.heine.com/fileadmin/_processed_/f/c/csm_C-008.33.610-HEINE-IndirectOphthalmoscope-OMEGA600-additional_fa473842c0.png,active,false
"C-011.28.388, C-010.28.388, C-261.28.388, C-144.28.388",heine,surgery-instruments,Beta 200 LED Diagnostic Ensemble (ophtalmoscope + Otoscope),Beta 200 LED Diagnostic Set (ophthalmoscope + Otoscope),Reliable diagnostic avec outstanding durability. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. Combined avec BETA 200 LED F.O. otoscope featuring exceptional durability et optimum grossissement. LEDHQ illumination. ensemble includes: BETA 200 LED,Reliable diagnosis with outstanding durability. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. Combined with BETA 200 LED F.O. Otoscope featuring exceptional durability and optimum magnification. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false
"C-011.28.388, C-144.28.388, C-261.28.388",heine,surgery-instruments,Beta 400/200 LED Diagnostic Ensemble (otoscope + Ophtalmoscope),Beta 400/200 LED Diagnostic Set (otoscope + Ophthalmoscope),Detailed view avec outstanding durability. BETA 400 F.O. otoscope avec highest 4.2x grossissement. BETA 200 LED ophtalmoscope avec special optical système pour clear fundus images. LEDHQ illumination. ensemble includes: BETA 200 LED,Detailed view with outstanding durability. BETA 400 F.O. Otoscope with highest 4.2x magnification. BETA 200 LED Ophthalmoscope with special optical system for clear fundus images. LEDHQ illumination. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/1/c/csm_A-132.28.388-HEINE-BETA200-LED-otoscope-ophtalmoscope-set-usb-2_2927c0f5ee.png,active,false
"C-014.10.118, C-014.28.388, C-034.10.118, C-034.28.388",heine,ophthalmology-diagnostic,Beta 200 LED Retinoscope,Beta 200 LED Retinoscope,Hand-held retinoscope pour objective refraction avec totally even LEDHQ illumination pour a precise streak. Reliable measurement de eye's refraction. Precise parallel beam path adjustment via ParaStop. très bright fundus reflex avec 1.1mm line largeur (ISO 12865 < 1.5mm) et 35mm line longueur. Patented continuous dimmability 3-100%. Polarisation filtre eliminates stray lumière. métal controls pour exceptional durability. Convenient thumb opération avec simple control pour vergence et line rotation.,Hand-held retinoscope for objective refraction with totally even LEDHQ illumination for a precise streak. Reliable measurement of eye's refraction. Precise parallel beam path adjustment via ParaStop. Very bright fundus reflex with 1.1mm line width (ISO 12865 < 1.5mm) and 35mm line length. Patented continuous dimmability 3-100%. Polarisation filter eliminates stray light. Metal controls for exceptional durability. Convenient thumb operation with single control for vergence and line rotation.,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false
"C-034.10.118, C-034.28.388, C-144.10.118, C-261.10.118",heine,ophthalmology-diagnostic,Ophthalmic Diagnostic Ensemble (ophtalmoscope + Retinoscope),Ophthalmic Diagnostic Set (ophthalmoscope + Retinoscope),Combined ophtalmoscope et retinoscope diagnostic ensemble. BETA 200 LED ophtalmoscope avec aspherical optical système. BETA 200 LED Streak Retinoscope pour objective refraction. LEDHQ illumination throughout. ensemble includes: BETA 200 LED,Combined ophthalmoscope and retinoscope diagnostic set. BETA 200 LED Ophthalmoscope with aspherical optical system. BETA 200 LED Streak Retinoscope for objective refraction. LEDHQ illumination throughout. Set includes: BETA 200 LED,,,,https://www.heine.com/fileadmin/_processed_/7/1/csm_C-014.10.118-HEINE-Retinoscope-BETA200-Diagnostic-Kit-main_cd2f01a6c0.png,active,false
"C-182.10.118, C-182.28.388",heine,surgery-instruments,K180 LED Ophtalmoscope,K180 LED Ophthalmoscope,"Standard ophtalmoscope direct pour a smaller budget. Sturdy design avec low-reflection spherical précision optics pour reliable diagnostic. Features 27 simple-step cristallin wheel (-35 to +40D), 5 different apertures in 2 variants. LEDHQ illumination pour","Standard direct ophthalmoscope for a smaller budget. Sturdy design with low-reflection spherical precision optics for reliable diagnosis. Features 27 single-step lens wheel (-35 to +40D), 5 different apertures in 2 variants. LEDHQ illumination for",,,,https://www.heine.com/fileadmin/_processed_/3/9/csm_C-182.10.118-HEINE-ophthalmoscope-K180-LED_e9be3370c8.png,active,false
"C-283.10.330, C-283.10.335, C-284.10.330, C-284.10.335, C-008.33.530, C-008.33.535",heine,surgery-instruments,Omega 500 LED Ophtalmoscope Indirect Binoculaire,Omega 500 LED Binocular Indirect Ophthalmoscope,"Unique Synchronized Adjustment de Convergence et Parallax pour haute qualité, stereoscopic fundus images through any pupille taille. Precise selection de observation et illumination optics pour small pupils down to 1.0mm. Multi-coated illumination système avec exact vertical alignment. Dustproof aluminum frame construction. 3 different",Unique Synchronized Adjustment of Convergence and Parallax for high,,,,https://www.heine.com/fileadmin/_processed_/b/6/csm_C-008.33.535-HEINE-IndirectOphthalmoscope-OMEGA500-additional_6e9b031eba.png,active,false
"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",heine,surgery-instruments,Mini 3000 LED Ophtalmoscope,Mini 3000 LED Ophthalmoscope,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false
"D-886.11.021, D-886.11.022",heine,surgery-instruments,Mini 3000 LED Diagnostic Ensemble (ophtalmoscope + Otoscope),Mini 3000 LED Diagnostic Set (ophthalmoscope + Otoscope),Maximum quality avec minimum dimensions. Modern pocket-taille ophtalmoscope combined avec,Maximum quality with minimum dimensions. Modern pocket-size ophthalmoscope combined with,,,,https://www.heine.com/fileadmin/_processed_/e/e/csm_D-886.11.021-HEINE-mini3000-LED-otoscope-ophtalmoscope-set-battery-handle-2_23da5e427a.png,active,false
"J-008.31.276, J-008.31.277",heine,surgery-instruments,Microlight2 LED Headlight,Microlight2 LED Headlight,,,,,,https://www.heine.com/fileadmin/_processed_/5/f/csm_J-008.31.277-HEINE-Headlight-MicroLight2-additional_cc321197b7.png,active,false
"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",heine,surgery-instruments,ML4 LED Headlight,ML4 LED Headlight,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false
1DAYACUV,johnson---johnson,surgery-instruments,1 DAY Acuvue Moist avec Lacreon pour Astigmatisme,1 DAY Acuvue Moist With Lacreon FOR Astigmatism,Daily jetable toric lenses avec LACREON® technology pour astigmatisme. paupière Stabilized Design.,Daily disposable toric lenses with LACREON® technology for astigmatism. Eyelid Stabilized Design.,,,,https://assets.lenstore.co.uk/500/productsMain/106-1-day-acuvue-moist-for-astigmatism-front.webp,active,false
ACUVUE2,johnson---johnson,surgery-instruments,Acuvue 2,Acuvue 2,Bi-weekly hydrogel lenses. Thin et easy to manche (Blue visibility tint).,Bi-weekly hydrogel lenses. Thin and easy to handle (Blue visibility tint).,,,,https://brand.jjvision.com/transform/AspectRatio1to1/51cb9a39-0dcf-4011-87c3-f7b437eaa891/ACUVUE-Packshot-OASYS-1D-w-HydraLuxe-90P-Front-Transparent-NO-UV-PNG?io=transform:fill,active,false
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys 1-Day avec Hydraluxe,Acuvue Oasys 1-Day With Hydraluxe,Daily silicone hydrogel lenses. HydraLuxe™ technology to reduce numérique eye strain.,Daily silicone hydrogel lenses. HydraLuxe™ technology to reduce digital eye strain.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/6f1e6a38-6043-4b59-ac3a-61c9fb890321/ACUVUE-Packshot-OASYS-1D-with-HydraLuxe-for-ASTIG-30P-Front-Shadow-PNG?io=transform:fill,active,false
ACUVUEOA,johnson---johnson,surgery-instruments,Acuvue Oasys 1-Day avec Hydraluxe pour Astigmatisme,Acuvue Oasys 1-Day With Hydraluxe FOR Astigmatism,Daily toric version de Oasys range. Combines HydraLuxe™ et stabilization design.,Daily toric version of Oasys range. Combines HydraLuxe™ and stabilization design.,,,,https://brand.jjvision.com/transform/AspectRatio1to1Bg/6f1e6a38-6043-4b59-ac3a-61c9fb890321/ACUVUE-Packshot-OASYS-1D-with-HydraLuxe-for-ASTIG-30P-Front-Shadow-PNG?io=transform:fill,active,false
