referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
4180B,moria,surgery-instruments,"Barraquer Porte-aiguille(sans Verrouillage, 1.5-mm Mors Courbes)","Barraquer Needle-holder(non-locking, 1.5-mm Curved Jaws)",Wire diamètre:5/0to7/0- mors type: 1.,Wire diameter:5/0to7/0- Jaws type: 1.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/ab3fac0cfe248e190fc14d59574ac265c7ec8af3.jpg,active,false
4251C,moria,surgery-instruments,Sevrin-stevens Ciseaux(pour Tenotomy),Sevrin-stevens Scissors(for Tenotomy),10.4-cm total longueur avec,10.4-cm total length with,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/9e3b09fb01e95e0963e43ca0732ede33a841c4eb.jpg,active,false
4263,moria,surgery-instruments,"Westcott-cochet Ciseaux(droit, Lames Mousses)","Westcott-cochet Scissors(straight, Blunt Blades)",12.4-cm total longueur avec 11-mmstraightblunt lames.,12.4-cm total length with 11-mmstraightblunt blades.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/51146600b4e5517fcffb9f2063718e9baba0172c.jpg,active,false
4877A,moria,ophthalmology-surgical,"Ophthalmic Ciseaux(droit, Pointed Lames)","Ophthalmic Scissors(straight, Pointed Blades)",10-cm total longueur withstraightpointed lames. Can be used to cut tissues,10-cm total length withstraightpointed blades. Can be used to cut tissues,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/342bb1f303fa1b2c39d43b7c6b225ac7f59de1b1.jpg,active,false
4878A,moria,ophthalmology-surgical,Ciseaux(courbe Lames),Scissors(curved Blades),Curvedandpointed lames. Can be used to cut tissues,Curvedandpointed blades. Can be used to cut tissues,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/1982bac8e9e09cffdaa4fb735de9abda081a6453.jpg,active,false
550,moria,surgery-instruments,OU LC 550 Tête (x5)(pour Artificial Chambers),OU LC 550 Head (x5)(for Artificial Chambers),Usage unique 550-micron calibrated tête pour ONE turbine et One Use-Plus handpiece pour Artificial Chamber. 5 heads par boîte.,Single-use 550-micron calibrated head for ONE turbine and One Use-Plus handpiece for Artificial Chamber. 5 heads per box.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/cd1b51db7ad742fa65d778cb4d4b6108aa978eff.jpg,active,false
6031BIS,moria,surgery-instruments,"Cilia Pince, Swiss Model(1.5-mm Concave Mors)","Cilia Forceps, Swiss Model(1.5-mm Concave Jaws)",Très thin,Very thin,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4f6e63f1bb47d7f7c8d7570b093d593995d71b38.jpg,active,false
61,moria,surgery-instruments,Altk Artificial Chamber Base(pour Kératoplastie),Altk Artificial Chamber Base(for Keratoplasty),Compatible avec ONE et CBm,Compatible with ONE and CBm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/76820a0c61f26dad6908ef76ececa0c6c6c69cc8.jpg,active,false
6100,moria,surgery-instruments,Urrets-zavalia Marqueur(pour Rétinien Detachment),Urrets-zavalia Marker(for Retinal Detachment),Urrets-Zavaliamarker forretinal detachment.,Urrets-Zavaliamarker forretinal detachment.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/5b1c35cb63ec158c9465611d62a3347c34a889a1.jpg,active,false
6223,moria,surgery-instruments,"de Saint Martin-barraquer Pince(5-mm Tying Platforms, 0.5-mm Oblique Teeth)","de Saint Martin-barraquer Forceps(5-mm Tying Platforms, 0.5-mm Oblique Teeth)",Saint Martin-BarraquerForceps avec 5-mm,Saint Martin-BarraquerForceps with 5-mm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/be7f611dba8576859dbee133cbb54c3c3f215cda.jpg,active,false
6346A,moria,surgery-instruments,"Barraquer Adult Spéculum, Colibri(closed Lames, Adult)","Barraquer Adult Speculum, Colibri(closed Blades, Adult)",Non réglable– “Colibri” style - lames: 15 mm- 0.8-mm wire.,Non adjustable– “Colibri” style - Blades: 15 mm- 0.8-mm wire.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/47804ccb7aa98df83dba9c7b16b4a105f9866fb5.jpg,active,false
6346B,moria,surgery-instruments,"Barraquer Spéculum Colibri, Child Taille(fenestrated Lames, Pediatric)","Barraquer Speculum Colibri, Child Size(fenestrated Blades, Pediatric)",Colibri style - lames: 13 mm.,Colibri style - Blades: 13 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/01c9c0aef86ec7695eeb51937cc8e2374db18824.jpg,active,false
6346C,moria,surgery-instruments,"Barraquer Spéculum Colibri, Baby Taille(closed Lames, Pediatric)","Barraquer Speculum Colibri, Baby Size(closed Blades, Pediatric)",Non réglable– “Colibri” style - lames: 10 mm.,Non adjustable– “Colibri” style - Blades: 10 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/9b235a5008187f3379aace1be69a6380ce3114f8_180.jpg,active,false
6346D,moria,surgery-instruments,"Barraquer Spéculum Colibri, Newborn Taille(closed Lames, Newborn)","Barraquer Speculum Colibri, Newborn Size(closed Blades, Newborn)",Non réglable– “Colibri” style - lames: 7 mm.,Non adjustable– “Colibri” style - Blades: 7 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/3da4ed71da35446ae19c9c1bbf20c5acfb52e97c.jpg,active,false
7251,moria,surgery-instruments,"Barraquer-de Laage Porte-aiguille(sans Verrouillage, 1.0-mm Mors Courbes)","Barraquer-de Laage Needle-holder(non-locking, 1.0-mm Curved Jaws)",Wire diamètre:10/0- mors type: 1.0-mmcurvedjaws -Non-lockinghandle.,Wire diameter:10/0- Jaws type: 1.0-mmcurvedjaws -Non-lockinghandle.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/add9344396f44beb5df1d8b275e06ba0d0d6fe02.jpg,active,false
7252,moria,surgery-instruments,"Barraquer Porte-aiguille(sans Verrouillage, 1.5-mm Mors Courbes)","Barraquer Needle-holder(non-locking, 1.5-mm Curved Jaws)",Wire diamètre:8/0to10/0- mors type: 1.,Wire diameter:8/0to10/0- Jaws type: 1.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/386ceaa571215e5bf72a1c8fc213c4af396dc217.jpg,active,false
7252BIS,moria,surgery-instruments,"Barraquer-de Laage Porte-aiguille(sans Verrouillage, 0.8-mm Mors Courbes, Lightened Manche)","Barraquer-de Laage Needle-holder(non-locking, 0.8-mm Curved Jaws, Lightened Handle)",Wire diamètre:8/0to10/0- mors type: 0.8-mmcurvedjaws -Non-lockinghandleSimilar to theBarraquer porte-aiguille (#7253)sans a lock.,Wire diameter:8/0to10/0- Jaws type: 0.8-mmcurvedjaws -Non-lockinghandleSimilar to theBarraquer Needle-Holder (#7253)without a lock.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/17f674948f718ff0988e4e3c3a14b9cea9a375df.jpg,active,false
7384,moria,surgery-instruments,"Castroviejo Pince(6-mm Tying Platforms, 0.4-mm Oblique Teeth)","Castroviejo Forceps(6-mm Tying Platforms, 0.4-mm Oblique Teeth)",CastroviejoForceps avec 6-mm,CastroviejoForceps with 6-mm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/aff70dbe5349473cb146a8aae9c23a7a5a18fd10.jpg,active,false
7431,moria,surgery-instruments,"Barraquer Pince, “colibri” Type(1-mm Platforms)","Barraquer Forceps, “colibri” Type(1-mm Platforms)","Barraquer""Colibri"" pince à nouer avec a partie active de 4-mm courbe longueur et 1-mmplatforms.Can be used to hold le threads duringsutures.","Barraquer""Colibri"" tying forceps with an active part of 4-mm curved length and 1-mmplatforms.Can be used to hold the threads duringsutures.",,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f134b9b4e02f9b9b4b9ad1b772339bf54b028e86.jpg,active,false
7503,moria,surgery-instruments,Calamendrei Canule(ø 0.2 Mm),Calamendrei Cannula(ø 0.2 Mm),6-mm,6-mm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/52684047ee62917a6f92c48f25e41da4ace19ca1.jpg,active,false
7504,moria,surgery-instruments,Rycroft Canule(ø 35G),Rycroft Cannula(ø 35G),"Air et liquid injectioncannulawith anangulatedtip.External diamètre: 0.3 mm (28G), internal diamètre: 0.15 mm (35G).","Air and liquid injectioncannulawith anangulatedtip.External diameter: 0.3 mm (28G), internal diameter: 0.15 mm (35G).",,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0f3c6c576631b179e387f1dbf7fddff86cfdbceb.jpg,active,false
7699,moria,surgery-instruments,"Corcelle Spéculum, Oblique(solid Lames)","Corcelle Speculum, Oblique(solid Blades)",Non réglable- lames: 8 mm.,Non adjustable- Blades: 8 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/bf7917878ec99b977430e1ee44b62f687cbc252d.jpg,active,false
7825B,moria,surgery-instruments,Barraquer Iris Spatule(horizontal Disk Embout),Barraquer Iris Spatula(horizontal Disk Tip),Total longueur 9.2,Total length 9.2,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/834fedc758124bb21c78ba0469b253b7f7e2f1dc.jpg,active,false
7825C,moria,surgery-instruments,Barraquer Iris Spatule(horizontal Disk Embout),Barraquer Iris Spatula(horizontal Disk Tip),Total longueur 9.3,Total length 9.3,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/22cfd32610729db820f922fa227ef5bd9ae8817b.jpg,active,false
7835,moria,surgery-instruments,Bonn Pince(0.12-mm Teeth avec Platforms),Bonn Forceps(0.12-mm Teeth with Platforms),ReusableBonnholding pince withplatformsand0.12-mmfacing micro teeth. Can be used to hold le cornée.,ReusableBonnholding forceps withplatformsand0.12-mmfacing micro teeth. Can be used to hold the cornea.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/326558c66aba70948d00139dbbdddc4eaed905af.jpg,active,false
7835C,moria,surgery-instruments,"Moria Pince(4-mm Platforms, Mors Droits)","Moria Forceps(4-mm Platforms, Straight Jaws)",Moria holding pince avec a active embout de,Moria holding forceps with an active tip of,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/cf2ef94b80978e72a99cfca58aecacf5635a9f78.jpg,active,false
7850A,moria,surgery-instruments,Bonn-moria Pince(0.18-mm Teeth avec Platforms),Bonn-moria Forceps(0.18-mm Teeth with Platforms),ReusableBonn-Moriaholding pince withplatformsand0.18-mmfacing micro teeth. Can be used to hold le cornée.,ReusableBonn-Moriaholding forceps withplatformsand0.18-mmfacing micro teeth. Can be used to hold the cornea.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/e23723c718a7942ac831593e2bfa2303d74839ea.jpg,active,false
7850B,moria,surgery-instruments,Moria Pince(0.18-mm Teeth avec Platforms),Moria Forceps(0.18-mm Teeth with Platforms),ReusableBonnholding pince withplatformsand0.18-mmfacing micro,ReusableBonnholding forceps withplatformsand0.18-mmfacing micro,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/435396148f33d350765bd6c7c0d1c1cbc272d366.jpg,active,false
7850C,moria,surgery-instruments,"Moria Pince(3-mm Platforms, Mors Droits)","Moria Forceps(3-mm Platforms, Straight Jaws)",Moria holding pince avec a active embout de,Moria holding forceps with an active tip of,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/5c5405afa00cedc0caa35a156d1bf49239c3d0af.jpg,active,false
7862,moria,surgery-instruments,"Barraquer-troutman Pince(0.12-mm Oblique Teeth, “colibri” Type)","Barraquer-troutman Forceps(0.12-mm Oblique Teeth, “colibri” Type)",ReusableBarraquer-Troutmanforceps avec tyingplatformsand0.12-mmoblique,ReusableBarraquer-Troutmanforceps with tyingplatformsand0.12-mmoblique,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/8412e4c75862ebaf475f0daa4c78857b546a38c6.jpg,active,false
7865,moria,ophthalmology-surgical,"Barraquer Ciseaux(droit, Angulé Lames)","Barraquer Scissors(straight, Angled Blades)",7.7-cm total longueur avec 8.,7.7-cm total length with 8.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/95258a31e0bdd4c6f634bd2dd2d1dfbf697df9fa.jpg,active,false
791,moria,surgery-instruments,"Galezowski Canule(lachrymal Canule, Ø 23G)","Galezowski Cannula(lachrymal Cannula, Ø 23G)",,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/16c2f05c449bbdd73e6b27754118d100bad7b3f4.jpg,active,false
792,moria,surgery-instruments,"Galezowski Canule(lachrymal Canule, Ø 23G)","Galezowski Cannula(lachrymal Cannula, Ø 23G)",,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/7d0a162554e33f5821b90b5a5ee19fce980eea82.jpg,active,false
8016,moria,surgery-instruments,"Barraquer Canule(bulbous Embout, 23G Outer Ø, 27G Inner Ø)","Barraquer Cannula(bulbous Tip, 23G Outer Ø, 27G Inner Ø)",,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/28f6a3779834890f694d97b848619ca7d0bd4aa7.jpg,active,false
8023A,moria,surgery-instruments,"Katzin Ciseaux(clockwise, pour Kératoplastie)","Katzin Scissors(clockwise, for Keratoplasty)",9.7-cm total longueur avec equal inverted micro-lames avec,9.7-cm total length with equal inverted micro-blades with,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/b4e70647832b513797c072def0ebb32a6f15a81b.jpg,active,false
8023B,moria,surgery-instruments,"Katzin Ciseaux(counter-clockwise, pour Kératoplastie)","Katzin Scissors(counter-clockwise, for Keratoplasty)",9.7-cm total longueur avec equal inverted,9.7-cm total length with equal inverted,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/2ab238fd032a1ec0503b88f0d69b6e38980010c4.jpg,active,false
8063,moria,surgery-instruments,Gass-rouchy Crochet(holed-embout),Gass-rouchy Hook(holed-tip),Fixationhookwith a 1-mm hole diamètre on le partie active to pass le sutures through le muscles duringstrabismussurgery.,Fixationhookwith a 1-mm hole diameter on the active part to pass the sutures through the muscles duringstrabismussurgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4e1be55cb0cc07f9f8b4eeb13799a78d9546de1e.jpg,active,false
8090,moria,ophthalmology-surgical,"Barraquer Ciseaux(droit, Angulé, Pointed Lames)","Barraquer Scissors(straight, Angled, Pointed Blades)",7.7-cm total longueur avec 8.,7.7-cm total length with 8.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f9dbbee1242aed8af34df9ab9bbf47cbd3869d71.jpg,active,false
8100,moria,ophthalmology-surgical,Vannas Ciseaux(courbe Lames Mousses),Vannas Scissors(curved Blunt Blades),10.0-cm total longueur avec 7.5-mmcurvedblunt lames . Can be used to cut tissues,10.0-cm total length with 7.5-mmcurvedblunt blades . Can be used to cut tissues,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4bea7fbb80b0f58423d7e64809a3404b89e030d4.jpg,active,false
8142A,moria,ophthalmology-surgical,"Micro-ciseaux(courbe, Pointed Lames)","Micro-scissors(curved, Pointed Blades)",8-cm total longueur,8-cm total length,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/cb3ee2efe89d851c81881805ab0ffb5bdc972700.jpg,active,false
